"Anatomical Structures, Cell Types and Biomarkers Table for Lung v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1038/s41586-020-2922-4; 10.1038/s41586-020-2922-4; 10.1152/physrev.00001.2018; 10.1038/s41586-018-0394-6; doi:10.1172/jci.insight.90558; 10.1126/sciadv.aba1983; 10.7554/eLife.62522; 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM868.DWJZ.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEDAR Template ID:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,AS-CT PMID,AS-CT DOI,AS-CT Reference,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/2,REF/2/DOI,REF/3,REF/3/DOI,CEDAR/ID,CEDAR/LAST_UPLOADED_ON
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,goblet,lung goblet cell,CL:1000143,,,,,,,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,neuroendocrine cells,lung neuroendocrine cell,CL:1000223,,,,,,,,,,,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,GRP,gastrin releasing peptide,HGNC:4605,CHGA,chromogranin A,HGNC:1929,CALCA,calcitonin related polypeptide alpha,HGNC:1437,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,tuft,brush cell of tracheobronchial tree,CL:0002075,,"Ualiyeva S, et al. Airway brush cells generate cysteinyl leukotrienes through the ATP sensor P2Y2. Sci Immunol 2020; 5.",,,,,,,,,POU2F3,POU class 2 homeobox 3,HGNC:19864,ASCL2,achaete-scute family bHLH transcription factor 2,HGNC:739,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,ionocyte,pulmonary ionocyte,CL:0017000,,,,,,,,,,,ASCL3,achaete-scute family bHLH transcription factor 3,HGNC:740,FOXI1,forkhead box I1,HGNC:3815,ATP6V0B,ATPase H+ transporting V0 subunit b,HGNC:861,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,bronchial serous cell,serous cell of epithelium of bronchus,CL:1000331,,,,,,,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial smooth muscle,bronchus smooth muscle,UBERON_0004242,,,,,,,,,,bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial mesenchyme,lobar bronchus mesenchyme,UBERON:0004884,,,,,,,,,,airway smooth muscle,tracheobronchial smooth muscle cell,CL:0019019,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,cartilagenous plate,cartilage of main bronchus,UBERON:0001102,,,,,,,,,,chondrocyte,tracheobronchial chondrocyte,CL:0019002,,,,,,,,,,,Col2a1,collagen type II alpha 1 chain,HGNC:2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial vessels,lobar bronchus vasculature',UBERON:0004889,right bronchial artery,right bronchial artery,fma31933,respiratory system arterial endothelium,respiratory system arterial endothelium,UBERON:0004848,,,,arterial endothelial cell,arterial endothelial cell,CL:1000413,,,,,,,,,,,EFNB2,ephrin B2,HGNC:3227,GJA5,gap junction protein alpha 5,HGNC:4279,BMX,BMX non-receptor tyrosine kinase,HGNC:1079,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial vessels,lobar bronchus vasculature',UBERON:0004889,right bronchial artery,right bronchial artery,fma31933,arterial system smooth muscle,arterial system smooth muscle,UBERON:0004695,,,,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,right bronchial vein,right bronchial vein,fma4942,respiratory system venous endothelium,respiratory system venous endothelium,UBERON:0004849,,,,venous endothelial cell,venous endothelial cell,LMHA:00805,,,,,,,,,,,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,PDZRN4,PDZ domain containing ring finger 4,HGNC:30552,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,right bronchial vein,right bronchial vein,fma4942,venous system smooth muscle,venous system smooth muscle,UBERON:0004696,,,,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Pulmonary Artery,Right Medial Segmental Pulmonary Artery,fma:68193,Pulmonary arterial endothelium,Pulmonary artery endothelium,UBERON:0005317,,,,,,,,,,pulmonary artery endothelial cell,pulmonary artery endothelial cell,CL:1001568,,,,,,,,,,,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,GJA5,gap junction protein alpha 5,HGNC:4279,EFNB2,ephrin B2,HGNC:3227,CXCL12,C-X-C motif chemokine ligand 12,HGNC:10672,NOTCH4,notch receptor 4,HGNC:7884,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Pulmonary Artery,Right Medial Segmental Pulmonary Artery,fma:68193,Pulmonary arterial smooth muscle,pulmonary artery smooth muscle,,,,,,,,,,,pulmonary artery smooth muscle cell,smooth muscle cell of pulmonary artery,CL:0002591,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Pulmonary Artery,Right Medial Segmental Pulmonary Artery,fma:68193,Pulmonary arterial fibroblasts,pulmonary artery fibroblast,,,,,,,,,,,pulmonary artery fibroblast,fibroblast of pulmonary artery,CL:0002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,submucosal gland ciliated duct cells,ciliated cells of terminal ciliated ducts of submucosal glands,LMHA:00142,,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,TUBA1A,tubulin alpha 1a,HGNC:20766,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,RSPH1,radial spoke head component 1,HGNC:12371,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,basal,basal cells of terminal ciliated ducts of submucosal glands,LMHA:00087,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,submucosal gland secretory,secretory cells of terminal ciliated ducts of submucosal glands,LMHA:00143,,,,,,,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,submucosal gland collecting duct epithelium,epithelial cells of collecting ducts of submucosal glands,LMHA:00693,,,,,,,,,,,BPIFA1,BPI Fold Containing Family A Member 1,HGNC:15749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,submucosal gland mucous cells,mucus cells of submucosal glands,LMHA:00238,,,,,,,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,submucosal gland serous cells,serous cells of submucosal glands,LMHA:00340,,,,,,,,,,,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Right Medial Segmental Bronchus,Right Medial Segmental Bronchus,fma:7403,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,submucosal gland myoepithelium,myoepithelial cells of glands,CL:0000185,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,KRT5,keratin 5,HGNC:6442,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,,,,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,,,,club,club cell of bronchiole,CL:0000158,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,,,,serous,serous cell of epithelium of lobular bronchiole,CL:1000333,,,,,,,,,,,PRR4,proline rich 4,HGNC:18020,LPO,lactoperoxidase,HGNC:6678,LTF,lactotransferrin,HGNC:6720,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,,,,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,,,,basal,basal epithelial cell of lobular bronchiole,CL:1000352,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,,,,terminal bronchiole serous cell,serous cell of epithelium of terminal bronchiole,CL:1000332,,,,,,,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,,,,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,,,,club,club cell of bronchiole,CL:0000158,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,smooth muscle tissue of terminal bronchiole,smooth muscle tissue of terminal bronchiole,UBERON_0004516,,,,,,,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,,,,basal,basal epithelial cell of terminal bronchiole,CL:1000350,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,Bronchoalveolar duct junction,bronchoalveolar duct junction,UBERON:0004903,,,,,,,bronchioalveolar stem cell,bronchioalveolar stem cell,CL:1001566,,,,,,,,,,,SFTPC,surfactant protein C,HGNC:10802,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,,,,,,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Middle Lobe,Middle Lobe of Right Lung,UBERON: 0002174,Right Medial Bronchopulmonary Segment,Right Medial Bronchopulmonary Segment,fma:7360,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,,,,,,club,club cell of bronchiole,CL:0000158,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,,,,,
